date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:38:51	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Aug%202021%2004:38:51%20GMT	https://nrjac16.wixsite.com/mysite/012dc85e.min.css	/home/niraj/websites/mysite/nrjac16.wixsite.com/mysite/012dc85e.min.css	(from https://nrjac16.wixsite.com/mysite)
14:38:52	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Aug%202021%2004:38:52%20GMT	https://nrjac16.wixsite.com/mysite/9d29a199.min.css	/home/niraj/websites/mysite/nrjac16.wixsite.com/mysite/9d29a199.min.css	(from https://nrjac16.wixsite.com/mysite)
14:38:53	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Aug%202021%2004:38:53%20GMT	https://nrjac16.wixsite.com/mysite/381ee71b.min.css	/home/niraj/websites/mysite/nrjac16.wixsite.com/mysite/381ee71b.min.css	(from https://nrjac16.wixsite.com/mysite)
14:38:54	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Aug%202021%2004:38:54%20GMT	https://nrjac16.wixsite.com/mysite/bf413556.min.css	/home/niraj/websites/mysite/nrjac16.wixsite.com/mysite/bf413556.min.css	(from https://nrjac16.wixsite.com/mysite)
14:38:55	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Aug%202021%2004:38:55%20GMT	https://nrjac16.wixsite.com/mysite/316080a6.min.css	/home/niraj/websites/mysite/nrjac16.wixsite.com/mysite/316080a6.min.css	(from https://nrjac16.wixsite.com/mysite)
14:38:56	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Aug%202021%2004:38:56%20GMT	https://nrjac16.wixsite.com/mysite/51a9742f.min.css	/home/niraj/websites/mysite/nrjac16.wixsite.com/mysite/51a9742f.min.css	(from https://nrjac16.wixsite.com/mysite)
14:38:57	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Aug%202021%2004:38:57%20GMT	https://nrjac16.wixsite.com/mysite/bf732f1f.min.css	/home/niraj/websites/mysite/nrjac16.wixsite.com/mysite/bf732f1f.min.css	(from https://nrjac16.wixsite.com/mysite)
14:38:58	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Aug%202021%2004:38:58%20GMT	https://nrjac16.wixsite.com/mysite/99f4b3eb.min.css	/home/niraj/websites/mysite/nrjac16.wixsite.com/mysite/99f4b3eb.min.css	(from https://nrjac16.wixsite.com/mysite)
14:38:59	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Aug%202021%2004:38:59%20GMT	https://nrjac16.wixsite.com/mysite/9862a339.min.css	/home/niraj/websites/mysite/nrjac16.wixsite.com/mysite/9862a339.min.css	(from https://nrjac16.wixsite.com/mysite)
14:39:00	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Aug%202021%2004:39:00%20GMT	https://nrjac16.wixsite.com/mysite/3bb1b608.min.css	/home/niraj/websites/mysite/nrjac16.wixsite.com/mysite/3bb1b608.min.css	(from https://nrjac16.wixsite.com/mysite)
14:39:01	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Aug%202021%2004:39:01%20GMT	https://nrjac16.wixsite.com/mysite/5346ce3f.min.css	/home/niraj/websites/mysite/nrjac16.wixsite.com/mysite/5346ce3f.min.css	(from https://nrjac16.wixsite.com/mysite)
